id,query,decision,expected_should_abstain,answer,abstention_match,citation_matched,citation_total,citation_coverage,fact_matched,fact_total,fact_coverage
supplemental-alignment-h15,평택시 강소형 스마트시티 AI 기반 영상감시 시스템 사업은 어떤 기술을 활용하나요?,answer,False,"문서에 따르면 본 사업은 다음 기술들을 활용합니다.

- AI 기반 지능형 영상분석(엣지·스마트폰(안드로이드) 기반 영상분석 엔진 개발 및 인터페이스)  
- 실시간 현장 영상 중계 및 커뮤니케이션 플랫폼(실시간 영상 중계 서버·스마트폰 앱 포함)  
- 관내 CCTV 연동 및 CCTV 영상 이벤트 수신·데이터 처리 시스템  
- 상황실 PC용 관리 프로그램(Dispatcher)  
- 실시간 도시데이터 획득용 디바이스 제작(이동형 퍼스널 모빌리티 장착 일체형 등)  
- 학습데이터 구축 및 AI성능 개선을 위한 신규 학습데이터 구축  
- 홍수감시 연동 시스템 및 AI영상 기반 도시데이터 수집·중계 플랫폼

[근거: 케빈랩 주식회사_평택시 강소형 스마트시티 AI 기반의 영상감시 시스템 .hwp]",True,1,1,1.0,2,3,0.6666666666666666
supplemental-alignment-h16,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 내용은 무엇인가요?,answer,False,"간단 요약—사업 개요
- 사업명: 국가교육과정정보센터(NCIC) 시스템 운영 및 개선
- 사업기간: 계약체결일 ~ 2024.11.15.(금)
- 사업금액: 50,000,000원 (VAT 포함)
- 계약방법: 협상에 의한 계약체결
[목적 및 배경]
- NCIC 시스템의 지속적 관리·지원, 교육과정 정보 현행화 및 대국민 정보 제공 서비스 강화
- 홈페이지 접근성·UI/UX 개선, 설문조사 등 조사·분석 데이터의 누적·관리 체계 구축

[주요 범위]
- 고도화(주요항목)
  1) 국가교육과정 관련 정보의 표준화·체계화
  2) 사용자 편의성 고려한 웹사이트 전면 개편(UI/UX)
  3) 설문조사 산출물의 장기적 누적관리 체계 구축
  4) 사용자 로그인 및 관리 기능 신규 개발(현재 일반 사용자 로그인 없음)
  5) 접속자 통계 기록 및 데이터 추출 기능 신규 개발
- 유지보수(주요항목)
  1) WEB/WAS/DB 등 점검 및 장애 예방·조치
  2) 사용자 요청에 따른 웹페이지 수정(게시판 추가, 배너 수정 등)

[성능·운영 요구 핵심]
- 연간 접속자 약 70만명, 최대 일일 동시 접속자 300명 예상
- 서비스 응답속도: 통상 5초 이내 목표
- 장애 처리시간: 발생 후 12시간 이내 대응 등 성능 관리체계 요구
- 시스템 운영은 클라우드 서비스로 운영 중

[관리·보안·데이터 요구]
- 웹 취약점 진단(과기부 보안가이드라인 등 준용), 관리자페이지 포함 소스코드 보안점검 요구
- 데이터 표준화: 다양한 데이터 유형(정형·비정형 등) 고려, 「공공기관의 데이터베이스 표준화 지침(행정안전부 고시 제2023-18호)」 준수

[사업자 선정]
- 제한경쟁 입찰(협상에 의한 계약), 평가비율: 기술평가 90% / 가격평가 10%
- 기술평가 점수가 배점 한도의 85% 미만인 경우 협상 대상에서 제외

제안요청서에 명시된 주요 사실만을 요약했습니다.  
[근거: 한국교육과정평가원_국가교육과정정보센터(NCIC) 시스템 운영 및 개선.hwp]",True,1,1,1.0,1,3,0.3333333333333333
supplemental-alignment-h17,실시간통합연구비관리시스템(RCMS) 연계 모듈 변경 사업은 무엇을 변경하나요?,answer,False,"문서에 따르면 본 사업은 다음 항목을 변경·개선합니다.

- ZEUS‑RCMS간 연계 모듈 변경 (사업 주요 범위 및 FUR-003)  
- 부가세 연구과제 전송 관련 개선 (사업 주요 범위 및 FUR-005): ZEUS에서 등록한 사용금액 중 공급가액만 전송되도록 수정(예: 사용금액 11만원 → 공급가액 10만원, 세액 1만원은 제외)  
- 이체 실행 기능 추가 (FUR-004): ZEUS에서 연구비 등록 후 은행프로그램·VAN 없이 RCMS 연계모듈을 통해 ‘이체실행’까지 가능하도록 하고, 이체 완료에 따른 거래내역 연계  
- 신규 연계 데이터 테이블로의 데이터 이관 기능 (FUR-002): 상황에 따라 이전 자료 이관 요청 시 처리  
- RCMS 연계전송 건의 계속비(이월금) 선 집행 반영 (FUR-006): 연계전송 건이 RCMS 계속비 항목으로 집행등록되도록 변경  
- 집행내역 세부사항 연계 전송 기능 생성 (FUR-007): 2024년 이후 혁신법 적용 과제에 대해 회의비·출장비·전문가활용비 등의 상세 항목(예: 회의목적·회의일자·출장목적·도착지·출장기간·전문기술활용목적 등)을 RCMS로 전송할 수 있도록 기능 추가

[근거: 광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp]",True,1,1,1.0,0,3,0.0
supplemental-alignment-h18,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업은 어떤 사업인가요?,answer,False,"수협중앙회 수산물 사이버직매장 시스템 재구축 ISMP 수립 사업 개요(문서 근거 기준)

- 사업명: 수협중앙회 수산물 사이버직매장 재구축 ISMP 수립 용역. [문서 표기]
- 주관기관·수행: 주관기관은 수협중앙회, 수행업무는 ISMP(정보시스템 마스터플랜) 수립용역 수행업체.  
- 계약방법: 제한경쟁입찰(협상에 의한 계약).  
- ISMP 용역 기간·예산: 계약일로부터 4월(120일), 사업예산 300백만원(V.A.T. 포함).  
- 전체 재구축 계획(문서상 전체 일정·예산):
  - 전체 소요: 14개월, 총사업비 약 4,800백만원 내외.
  - 1단계(‘24.6.~’24.10, 4개월): ISMP 수립·데이터 표준화·RFP 작성 지원 등, 300백만원 내외.
  - 2단계(‘24.12~’25.10, 10개월): To-be 시스템 구축·테스트·안정화, 약 4,300백만원 내외.
  - 감리(‘24.12~’25.10): 약 200백만원 내외.
- 주요 목적·범위: ISMP 수립(현행분석·To-be 설계), 데이터 표준화·이관 방안·목표모델 제시, 구축비용 산정 및 RFP(구축제안요청서) 작성, 이후 2단계에서의 시스템 구축·데이터 이관·통합테스트·안정화 등.  
- 추진 배경·목표(요약): 노후화(2015년 구축) 시스템 개선, AI·Cloud 등 신기술 접목을 통한 저비용·고효율 설계, 사용자 편의성(개인화·결제 다양화·검색 강화·챗봇 등) 및 중앙회·회원조합간 통합·연동 강화 등.

[근거: 수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp]",True,1,1,1.0,1,3,0.3333333333333333
supplemental-alignment-h19,수도사업장 통합 사고분석솔루션 시범구축 용역의 하자보수보증금율은 얼마인가요?,answer,False,제공된 문서에서는 하자보수보증금율에 대한 명시는 없습니다. 다만 하자보수 기간은 준공검사 완료 통보일로부터 1년으로 명시되어 있습니다. [근거: 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp],True,1,1,1.0,0,1,0.0
supplemental-alignment-h2,대전대가 여러 분야의 학습 경험을 연결하는 MILE 플랫폼을 도입하는 데 배정한 금액은 얼마인가요?,answer,False,"사업예산은 60,000,000원(부가가치세 포함)입니다.  
[근거: 대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp]",True,1,1,1.0,2,2,1.0
supplemental-alignment-h20,철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역의 평가 배점은?,answer,False,"입찰방법상 평가 배점은 기술 90%, 가격 10%입니다.  
[근거: 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp)]",True,0,1,0.0,0,2,0.0
supplemental-alignment-h21,2025년도 행정정보시스템 위탁운영사업은 어떤 계약 방식으로 체결되며 예산은 얼마인가요?,answer,False,"계약방식: 협상에 의한 계약체결  
사업예산: 103백만원(부가가치세 및 전자입찰 이용수수료 포함) 정도

[근거: 중앙선거관리위원회_2025년도 행정정보시스템 위탁운영사업.hwp]",True,1,1,1.0,3,3,1.0
supplemental-alignment-h22,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업의 낙찰자 결정방식은?,answer,False,"낙찰자 결정방식은 협상에 의한 낙찰자 선정(협상에 의한 계약)이며, 평가비중은 기술평가 90%·입찰가격평가 10%입니다. [근거: 한국보건산업진흥원_의료기기산업 종합정보시스템(정보관리기관) 기능.hwp]",True,1,1,1.0,0,1,0.0
supplemental-alignment-h24,2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선 사업의 사업기간과 사업금액은?,answer,False,"사업기간: 계약일로부터 210일  
사업금액: 129,300,000원(부가세 포함)

[근거: 한국연구재단_2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선.hwp]",True,1,1,1.0,2,3,0.6666666666666666
